UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
2	0
6	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	3
0	3
0	1
0	0
0	0
0	0
2	0
4	0
0	0
4	0
0	0
0	0
1	0
0	0
1	0
0	0
1	0
0	0
0	0
3	0
5	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	1
9	35
0	0
0	34
0	31
0	28
0	0
3	1409
0	0
0	0
0	0
0	0
0	0
0	0
0	0
202	15
0	0
0	93
0	93
0	17
0	64
3	21
0	0
0	0
0	173
0	173
1	26
0	9
0	20
1	0
5	21
0	18
15	1555
0	34
0	1468
0	2048
0	33
0	318
0	1760
0	1469
0	2049
0	1468
0	2047
0	0
4	1242
0	1567
3	45
32	95
0	93
0	93
0	1
0	1
4	1
1	13
7	20
0	1
0	8
0	0
0	17
0	17
0	0
0	0
0	191
51	11
12	190
0	190
20	118
2	191
0	0
0	0
61	21
39	0
25	39
0	39
0	25
40	25
76	1
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
0	0
13	0
43	22
0	20
0	20
0	15
2	309
54	310
557	0
5	12
42	13
13817	58
0	357
16	284
0	336
66	12780
2904	12784
0	12
1	12
298	3
0	0
2	251
70	251
1	0
3	0
0	0
11	0
25354	2835
0	0
1	0
0	209
1	0
0	26
0	467
0	643
1	0
527	12
0	303
450	12
0	859
8	0
8	0
46	2
0	0
63	10
49	6
0	4
45	2
0	260
0	350
0	0
0	0
0	1
0	3
32	0
9	22
12	2
0	0
37	77
11	1
0	146
0	2
1	2
4	6
0	1
0	0
0	0
4	6
0	6
0	0
30	3
2	5
0	5
0	0
0	0
22	1
6	6
279	19
0	2
0	2
0	1
9	0
0	84
23	84
0	0
0	0
13	27
0	25
0	22
0	13
5	0
0	1
0	1
0	0
0	0
1	0
0	0
0	3
0	0
0	50
0	0
0	0
51	0
38	350
0	0
0	0
2	0
0	170
0	0
10	7
