UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
1	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
2	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	1
0	0
2	0
4	0
0	0
7	0
0	0
0	0
14	3
0	0
0	0
0	0
0	0
0	1
0	1
3	0
2	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	2
0	2
0	0
0	0
0	4
13	37
1	2
0	33
0	27
0	24
0	0
4	1757
0	0
0	0
0	0
0	0
0	2
0	2
0	0
407	33
0	0
0	71
0	71
0	13
0	51
6	24
0	0
0	0
0	87
0	87
0	17
0	7
0	10
0	0
6	31
0	28
28	1701
0	104
0	1624
0	2275
0	103
0	478
0	1894
0	1624
0	2275
0	1624
0	2275
0	0
3	1250
0	1501
1	68
28	118
0	115
0	115
0	4
0	1
2	4
2	11
4	15
0	1
0	7
0	0
6	11
0	11
0	0
0	0
0	178
80	14
11	178
0	178
24	115
0	183
0	0
0	0
62	17
57	0
23	22
0	22
0	31
44	31
78	0
2	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	2
4	0
3	0
0	0
0	0
0	0
0	0
0	0
32	0
43	35
0	25
0	33
0	31
0	208
67	208
330	0
7	21
94	22
29550	168
0	459
19	402
0	438
104	26039
3820	26056
0	5
1	5
1106	14
0	0
3	75
12	75
1	0
8	0
0	0
20	0
24317	4331
0	0
1	0
0	170
0	0
0	88
0	1127
0	1444
1	0
1398	69
1	543
430	13
0	2938
34	0
3	0
77	0
0	0
122	19
1	2
0	6
11	0
0	396
0	583
0	0
0	0
0	9
2	11
55	3
4	57
19	6
0	0
92	127
53	45
0	375
0	11
10	11
45	82
0	0
0	0
0	0
31	36
0	36
0	0
305	15
1	11
0	11
0	1
0	1
78	1
7	1
271	12
0	0
0	0
4	1
15	0
0	39
11	39
0	14
7	14
18	53
0	51
0	170
3	8
56	0
0	0
0	0
0	0
0	0
37	116
0	114
2	2
0	0
0	29
0	0
0	0
424	14
59	583
2	0
12	0
1	0
0	480
0	0
