UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	1
9	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
2	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
1	0
0	0
2	1
8	0
0	0
0	0
21	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
3	17
1	0
0	17
0	14
0	11
0	0
3	476
0	0
0	0
0	0
0	0
0	0
0	0
0	0
621	75
0	0
0	54
0	55
0	4
0	51
0	8
0	0
0	0
0	77
0	77
0	4
0	3
0	2
0	0
4	19
0	12
10	353
0	89
0	350
0	526
0	80
0	238
0	381
0	351
0	527
0	350
0	524
0	0
0	619
0	724
0	49
18	69
0	66
0	66
1	1
0	0
2	1
3	11
3	11
0	2
0	1
0	0
4	17
0	17
0	0
0	0
0	74
36	1
3	74
0	74
4	42
1	75
0	0
0	0
48	4
56	0
21	14
0	14
0	25
21	25
97	0
1	2
0	2
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
3	0
53	83
0	77
0	81
0	64
2	123
13	123
348	0
5	14
33	15
15685	11
0	247
9	211
0	246
30	5223
1513	5225
0	5
0	5
297	3
0	0
0	10
1	10
1	0
1	0
0	0
3	0
13385	2046
0	0
0	0
0	187
1	0
0	64
0	1427
0	1689
0	0
2025	54
1	312
128	5
0	3600
4	0
1	0
27	0
0	0
3	0
8	2
0	0
22	0
0	145
0	159
0	0
0	0
0	2
10	1
17	4
2	10
2	2
0	0
32	20
14	0
0	117
0	0
1	0
1	4
0	0
0	1
0	1
1	1
0	1
0	0
122	1
0	0
0	0
1	1
0	1
8	0
0	0
99	3
0	0
0	0
1	0
3	0
0	9
1	9
0	2
0	2
0	6
0	6
0	71
3	11
36	0
0	0
0	0
0	0
0	0
0	9
0	7
0	6
0	0
0	64
0	0
0	0
9	0
10	159
0	0
0	0
1	0
0	127
0	0
15	5
1	2
0	2
