UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	2
0	1
0	0
7	0
0	0
1	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
8	0
1	0
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
3	0
0	0
2	0
0	1
1	0
0	0
1	0
0	0
0	0
0	2
0	2
0	1
6	0
4	0
5	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
1	0
0	0
0	2
0	0
0	0
3	0
0	0
0	0
0	1
0	4
0	4
0	0
0	1
0	0
0	1
2	0
3	0
0	0
12	0
1	0
0	0
24	0
0	0
1	0
0	0
0	0
0	0
0	0
3	0
4	0
1	0
0	0
0	2
1	1
0	1
0	1
0	1
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	2
0	0
2	0
0	1
0	1
0	0
0	0
0	4
21	45
0	1
3	41
0	34
0	33
0	0
3	2104
0	0
0	0
0	0
0	0
0	3
0	4
0	4
502	29
0	0
0	89
0	89
1	15
0	60
4	41
0	0
0	0
7	322
0	324
1	81
0	37
0	55
0	0
4	72
0	63
13	1635
0	53
0	1563
2	2172
0	52
0	387
0	1827
0	1565
0	2174
0	1563
0	2172
0	0
2	1337
0	1675
2	60
25	113
0	106
0	104
0	5
0	1
3	5
3	13
0	14
2	0
0	4
0	0
5	14
0	14
0	0
0	0
0	183
18	3
20	183
0	183
8	117
0	182
0	0
0	0
75	41
92	0
19	55
0	55
0	35
57	35
97	0
1	13
0	13
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	2
0	2
3	0
8	0
4	0
0	0
1	0
1	0
1	0
29	0
77	71
0	52
0	71
0	64
2	373
335	375
2642	5
18	57
245	67
36340	330
0	746
29	656
0	701
149	53618
6212	53637
1	30
1	30
5922	65
0	0
3	126
13	126
2	2
5	0
0	0
59	0
35165	5598
0	0
1	0
0	203
4	0
0	114
0	1450
0	1843
0	0
1035	110
0	664
469	12
0	4434
9	0
2	0
94	5
1	0
474	52
52	4
0	2
116	4
0	3267
0	5013
0	0
0	0
0	41
1	37
152	7
121	234
244	43
0	0
272	368
373	6
0	1318
0	147
132	147
13	37
119	4
1	3
0	3
20	32
0	32
0	0
1354	67
1	8
0	8
0	5
0	5
501	11
22	4
123	21
0	1
0	1
14	5
399	10
0	133
46	133
0	0
0	0
3	43
0	28
0	331
17	52
199	9
0	1
0	1
3	0
0	0
0	3
0	3
5	29
0	0
0	756
0	0
0	0
645	21
739	5013
12	0
0	0
19	0
