UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
8	0
1	0
1	0
0	0
0	1
2	2
0	0
0	0
0	0
0	0
7	0
2	0
0	0
4	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
6	0
0	0
0	0
0	1
1	0
0	1
0	0
0	0
4	0
0	0
2	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
5	0
4	0
0	0
0	0
0	0
0	0
4	0
0	0
1	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
1	3
0	3
0	1
0	0
0	1
0	0
1	0
2	0
1	0
12	0
0	0
0	2
34	0
0	0
1	0
0	0
0	0
0	0
0	0
3	0
4	0
0	0
0	0
1	4
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
1	0
1	1
0	1
0	0
0	0
0	4
29	74
0	2
0	70
0	52
0	44
0	0
1	1410
0	0
0	0
0	0
0	0
0	1
1	1
0	1
432	29
0	0
0	26
0	26
0	3
0	18
4	63
0	0
0	0
1	229
5	231
0	71
0	27
0	46
0	0
11	91
0	83
34	2011
0	91
0	1912
0	2731
0	90
0	505
1	2309
0	1914
0	2732
0	1913
0	2730
0	0
9	1499
0	1818
0	61
17	117
0	111
0	111
0	5
0	3
6	5
0	10
2	11
1	0
0	2
0	0
9	16
0	16
0	0
0	0
0	196
45	5
20	196
0	196
13	122
0	197
0	0
0	0
70	34
80	2
21	51
0	51
0	47
29	47
110	2
2	12
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
4	0
4	0
1	0
2	0
1	0
0	0
0	0
15	0
8	6
0	6
0	6
0	4
0	216
106	216
1300	13
10	47
211	48
25991	255
0	383
7	328
0	362
78	35002
3363	35024
0	9
3	9
1099	11
1	0
3	209
27	209
0	0
9	0
0	0
26	1
30044	4984
0	0
0	0
0	171
0	0
0	128
0	1598
0	2030
0	0
1656	130
1	629
579	15
0	5315
18	0
5	0
79	3
10	0
149	26
104	37
0	3
60	2
0	1155
0	1786
0	0
0	0
0	14
22	1
14	3
8	104
20	11
0	0
346	241
146	1
0	1021
0	1
2	1
7	37
1	0
0	4
0	4
7	17
0	17
0	4
218	8
0	6
0	6
0	0
0	0
130	2
2	0
640	34
0	1
0	1
9	0
1	0
2	225
113	228
0	1
0	1
25	84
0	74
0	284
8	18
325	1
0	1
0	1
0	0
0	0
0	1
0	1
2	27
0	0
0	759
0	0
0	0
519	7
236	1786
1	0
0	0
2	0
0	1304
