UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
7	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
0	1
0	1
3	0
0	0
0	0
1	0
0	0
0	0
0	0
0	1
0	0
0	0
1	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
2	0
0	0
0	0
0	0
2	0
1	0
0	0
0	0
0	0
2	0
0	0
0	1
0	0
0	0
2	0
0	1
0	1
0	0
1	1
0	1
0	0
0	0
0	0
0	0
1	0
5	0
0	1
5	0
0	0
0	0
24	0
0	1
2	0
0	0
0	0
0	2
0	2
2	0
5	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	1
1	1
0	0
0	0
1	2
0	2
0	0
0	0
0	5
26	59
0	3
0	53
0	37
0	35
0	0
1	1494
0	0
0	0
0	0
0	0
0	4
0	5
0	3
245	12
0	0
0	75
0	77
0	15
0	55
5	48
0	0
0	0
0	176
1	177
2	38
1	20
0	21
0	0
8	53
0	46
21	1039
0	40
0	977
0	1493
0	40
0	298
0	1241
0	980
0	1496
0	977
0	1494
0	0
6	845
0	1069
1	51
12	82
0	82
0	81
0	2
0	0
3	2
6	13
1	15
2	1
0	2
0	0
6	10
0	10
0	0
0	0
0	120
52	5
11	120
0	120
11	80
0	120
0	0
0	0
51	26
43	1
26	29
0	29
0	36
37	36
74	0
1	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
1	0
3	0
2	0
1	0
0	0
0	0
0	0
26	0
43	23
0	17
0	23
0	19
0	162
80	164
3084	26
3	31
176	37
21874	245
0	588
17	508
0	571
101	29699
3062	29714
0	32
1	32
719	12
0	0
10	212
20	213
5	0
5	0
0	2
23	0
19726	2754
0	0
0	0
0	146
1	0
0	89
0	1328
0	1709
0	0
1090	58
1	560
369	10
0	4310
14	0
7	0
89	4
8	2
256	31
75	8
0	4
50	3
0	1656
0	2689
0	0
0	0
0	21
8	11
91	3
20	74
40	6
48	2
122	144
72	2
0	607
0	14
4	14
5	34
0	0
1	5
0	5
102	103
0	103
0	1
567	16
0	7
0	7
3	13
0	13
258	5
80	7
259	26
1	1
0	1
3	3
39	0
2	111
65	112
0	0
0	0
4	44
0	32
0	400
8	35
63	1
0	0
0	0
0	0
0	0
1	1
0	1
4	29
0	0
0	1174
0	0
0	0
216	5
515	2689
0	0
12	0
3	0
0	835
0	0
