UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
2	0
0	5
0	1
0	0
2	0
3	0
9	0
0	0
0	1
2	2
0	0
0	0
0	0
0	0
3	0
2	0
0	7
18	0
0	0
0	2
0	2
0	6
0	5
0	0
1	6
7	0
1	7
1	0
0	0
1	3
0	0
0	1
0	1
12	0
5	0
11	0
0	1
0	6
0	2
2	0
0	0
0	0
0	2
4	2
0	1
18	0
6	0
8	0
0	0
0	0
0	0
14	0
2	0
0	0
0	1
0	1
7	0
0	3
0	6
0	0
0	9
3	0
0	0
0	0
1	7
0	1
0	1
0	6
0	1
0	2
0	0
2	0
13	0
0	0
8	0
1	0
0	2
22	0
0	9
16	0
0	0
6	0
4	5
0	5
11	0
10	0
3	0
0	3
1	6
1	5
0	5
1	0
0	0
0	0
0	0
0	0
0	1
0	3
0	3
0	0
0	9
0	5
0	2
1	0
5	7
0	7
0	0
0	0
0	6
56	143
2	4
2	137
0	109
0	97
0	0
8	1302
0	0
0	0
0	0
0	0
0	4
1	4
0	3
26	4
0	0
0	1733
0	1742
9	304
4	1231
27	114
0	0
0	0
2	458
0	463
1	92
0	43
0	49
0	0
8	78
0	60
52	969
0	35
0	923
0	1432
0	34
0	348
0	1136
0	928
0	1438
0	923
0	1423
0	0
13	1229
0	1475
5	76
86	149
0	146
0	145
0	5
1	1
11	5
5	46
5	57
1	7
1	19
0	0
33	41
0	39
0	0
0	0
0	412
144	13
17	409
0	412
46	241
0	409
0	0
0	0
377	118
79	0
139	176
1	176
0	192
329	192
117	1
1	12
0	12
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1
0	1
3	0
3	0
4	0
2	0
0	0
0	0
5	0
1990	8
1752	1354
0	1107
0	1295
0	1092
0	696
340	698
3049	6
973	1700
7258	1802
71747	537
0	11453
542	10247
0	10819
1257	80263
9187	80272
12	1085
150	1086
928	18
1	0
496	1531
185	1530
13	0
0	0
0	0
9	0
34626	4350
0	0
0	0
0	180
6	0
0	55
0	1153
0	1527
2	0
809	41
6	729
334	10
0	2536
22	0
2	0
113	1
8	0
709	59
952	153
0	16
114	9
0	1312
0	2062
0	0
0	0
0	200
41	17
555	14
58	210
170	25
1	0
464	502
141	6
0	1234
0	14
11	14
45	137
22	0
1	2
0	2
90	107
0	107
1	12
587	20
8	32
0	32
1	5
0	5
301	4
145	12
146	60
8	4
0	4
57	10
39	0
4	214
101	215
0	0
0	0
42	133
0	120
0	478
25	93
161	6
0	0
0	0
0	0
0	0
4	4
0	4
2	21
0	0
0	447
0	0
0	0
434	11
313	2062
