UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
3	0
0	0
0	0
2	0
1	0
0	0
0	0
0	1
0	0
0	0
0	0
2	0
0	0
0	0
0	1
1	0
0	0
0	0
0	0
1	0
0	0
2	0
0	1
0	1
0	0
1	0
0	0
0	0
0	0
1	0
0	1
1	0
1	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	0
0	0
1	0
3	0
0	1
0	0
0	0
0	0
12	0
0	0
1	0
0	0
0	0
1	0
0	0
0	1
2	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	10
17	53
0	2
0	43
0	35
0	33
0	0
4	1285
0	0
0	0
0	0
0	0
0	6
0	6
0	6
42	3
0	0
0	190
0	190
1	40
1	127
6	45
0	0
0	0
3	166
0	166
0	37
0	14
0	24
0	0
6	41
0	37
12	999
0	28
0	945
0	1377
0	27
0	275
0	1127
0	947
0	1379
0	945
0	1378
0	0
5	1017
0	1292
1	82
17	181
0	179
0	179
0	1
0	1
4	2
0	13
2	18
0	0
1	6
0	0
5	7
0	7
0	0
0	0
0	152
22	1
13	152
0	152
3	101
0	151
0	0
0	0
39	14
22	0
9	16
0	16
0	22
28	22
25	0
2	6
0	6
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
2	0
6	0
2	0
0	0
1	0
1	0
1	0
19	0
24	20
0	17
0	19
0	16
3	1580
422	1594
6065	31
10	43
254	44
29420	295
0	421
25	376
0	395
118	39117
4246	39136
1	22
6	22
881	20
1	0
3	593
93	593
1	4
63	0
0	0
32	0
35854	4848
0	0
1	0
0	114
1	0
0	54
0	1322
0	1639
0	0
921	59
0	481
342	14
0	3592
24	0
5	0
99	9
4	0
27	14
0	0
0	19
163	7
0	3830
0	6052
0	0
0	0
0	4
1	25
75	0
58	164
99	43
0	0
435	453
102	3
0	1225
0	415
356	417
273	661
0	0
0	0
0	0
14	12
0	12
0	0
747	39
2	9
0	9
0	4
0	4
171	3
28	2
160	44
4	8
0	8
11	4
3	2
2	50
31	53
0	40
23	42
4	13
0	8
0	823
4	23
27	0
0	1
0	1
0	0
0	0
0	1
0	1
2	19
0	0
0	715
0	0
0	0
277	7
727	6054
3	0
0	0
2	0
0	1682
0	0
