UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
1	0
2	0
0	1
0	1
0	2
0	0
0	0
0	0
0	0
14	0
1	0
0	1
8	0
1	0
0	0
0	0
0	2
0	2
0	0
1	1
6	0
0	1
0	0
0	1
2	0
0	1
0	0
0	0
2	0
0	0
0	0
0	1
0	2
0	2
0	0
0	0
0	0
0	1
0	1
0	0
10	0
2	0
4	0
0	0
0	1
0	1
4	0
2	0
0	0
0	0
0	0
5	0
0	0
0	3
0	1
0	3
3	0
0	1
0	1
0	1
0	0
0	0
0	1
0	0
0	2
0	0
1	0
4	0
1	0
17	0
0	0
0	2
39	0
0	3
2	0
0	0
1	0
2	0
0	0
7	0
12	0
1	0
0	0
2	3
0	1
0	1
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	3
0	0
0	0
8	0
1	3
0	2
0	0
0	0
0	6
24	37
0	4
0	31
0	23
0	21
0	0
1	1756
0	0
0	0
0	0
0	0
0	3
0	3
0	2
737	50
0	0
0	131
0	131
1	30
1	82
3	19
0	0
0	0
0	178
0	179
1	37
0	9
0	28
0	0
7	73
0	60
23	2472
0	115
0	2345
0	3392
0	114
0	688
0	2810
0	2347
0	3394
0	2345
0	3391
0	0
5	1563
0	1916
2	91
34	162
0	154
0	154
0	6
0	4
7	6
1	12
3	16
0	2
0	5
0	0
7	19
0	19
0	0
0	0
0	261
33	15
11	260
0	261
12	159
3	259
0	0
0	0
76	34
90	0
27	45
0	44
0	43
74	43
86	3
2	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
1	0
7	0
0	0
1	0
0	0
0	0
0	0
5	0
40	34
0	29
0	34
0	29
2	186
88	186
669	10
5	66
169	71
21321	180
0	387
21	337
0	365
95	27542
2634	27551
0	14
1	14
276	4
0	0
2	96
18	96
4	0
7	0
0	2
30	0
33081	5954
0	0
0	0
0	150
2	0
2	175
0	1812
0	2223
0	0
1582	93
1	803
563	20
0	6490
16	0
3	0
110	5
3	0
143	20
22	13
0	0
81	3
0	465
0	727
0	0
0	0
0	17
5	13
87	9
70	131
106	22
0	0
197	266
369	4
0	446
0	6
2	6
30	57
15	0
0	0
0	0
13	12
0	12
0	4
334	19
0	4
0	4
0	2
0	2
88	10
97	11
226	22
0	0
0	0
0	5
135	2
0	91
34	92
0	0
0	0
14	41
0	32
0	540
6	30
266	2
0	1
0	1
0	0
0	0
1	0
0	0
4	18
0	0
0	259
0	0
0	0
124	2
86	727
1	0
0	0
5	0
0	589
0	0
