UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
1	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	2
2	0
0	0
0	0
0	1
0	1
0	0
2	0
2	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
2	0
0	0
2	0
0	0
0	0
3	0
0	0
0	0
0	0
1	0
0	0
0	0
1	0
4	0
0	0
0	0
0	0
0	1
0	1
0	2
0	2
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	0
1	0
0	0
0	0
0	0
0	4
25	45
1	0
1	41
0	31
0	28
0	0
3	1391
0	0
0	0
0	0
0	0
0	1
0	3
0	2
5	0
0	0
0	174
0	176
1	38
0	115
9	44
0	0
0	0
3	137
0	137
1	29
0	12
0	23
0	0
2	62
0	57
6	987
0	18
0	925
0	1332
0	18
0	239
0	1097
0	925
0	1332
0	925
0	1331
0	0
5	1049
0	1318
0	84
15	141
0	139
0	138
1	1
0	0
2	1
4	8
1	9
0	1
0	1
0	0
2	3
0	3
0	0
0	0
0	142
17	1
11	143
0	142
3	91
0	142
0	0
0	0
15	25
23	0
9	34
0	34
0	18
28	18
22	0
4	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
1	0
4	0
2	0
0	0
0	0
0	0
1	0
14	0
171	160
0	131
0	155
0	124
0	177
87	177
1075	12
17	42
154	45
26804	307
0	1006
23	854
0	958
145	29592
3242	29605
0	38
1	38
283	1
0	0
12	259
44	259
1	1
63	0
0	0
16	0
31323	4327
0	0
1	0
0	127
2	0
3	97
0	1303
0	1678
0	0
579	68
1	581
255	8
0	5160
8	0
3	0
133	2
2	0
36	47
22	4
0	1
40	0
0	560
0	904
0	0
0	0
0	118
3	12
850	13
337	363
578	149
2	0
160	262
75	15
0	485
0	5
1	5
9	59
1	0
2	6
0	6
27	17
0	17
0	1
157	13
0	20
0	17
2	5
0	5
128	2
22	1
1617	36
0	0
0	0
7	2
65	0
4	102
65	104
0	28
15	28
360	718
0	686
0	225
4	13
45	5
0	1
0	1
0	0
0	0
0	3
0	3
2	6
0	0
0	204
0	0
0	0
175	0
139	904
3	0
7	0
4	0
0	611
0	0
20	20
