UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
8	0
0	0
2	0
0	2
0	0
0	1
0	0
0	0
0	0
0	0
9	0
3	0
0	0
2	0
0	0
0	0
0	0
0	1
0	1
0	0
0	2
10	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
2	0
0	0
1	0
0	0
0	1
0	0
0	0
0	0
0	0
0	2
0	2
0	0
4	0
3	2
1	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	2
0	2
0	0
0	0
0	0
0	0
1	1
0	1
0	2
0	0
0	0
0	0
1	0
6	0
2	0
19	0
0	0
0	1
29	0
0	3
2	0
0	0
0	0
2	0
0	0
5	0
11	0
0	0
0	0
1	1
0	0
0	0
3	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
1	0
1	1
0	1
0	0
0	0
0	4
31	69
0	3
0	65
0	51
0	39
0	0
2	1969
0	0
0	0
0	0
0	0
0	5
0	5
0	2
520	42
0	0
0	92
0	96
0	28
0	65
9	53
0	0
0	0
2	258
0	260
1	65
0	29
0	46
0	0
11	66
0	59
24	2195
0	110
0	2096
0	2958
0	110
0	605
0	2450
0	2097
0	2959
0	2096
0	2957
0	0
5	1689
0	2067
0	93
23	155
0	152
0	152
0	3
0	1
6	3
3	8
3	12
0	2
0	5
0	0
7	16
0	16
0	0
0	0
0	220
28	10
15	220
0	220
9	153
0	222
0	0
0	0
77	37
79	0
26	50
0	50
0	42
62	42
113	0
9	36
0	36
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
15	0
10	0
3	0
1	0
0	0
1	0
0	0
17	0
54	42
0	37
0	41
0	35
0	916
320	925
7160	33
22	65
237	70
44215	398
0	923
46	834
0	884
197	65360
7706	65383
0	25
3	25
3408	66
0	0
2	339
64	339
4	0
9	0
0	0
25	0
34641	6462
0	0
0	0
0	162
2	0
0	148
0	1900
0	2336
0	0
1372	118
0	765
595	23
0	5231
11	0
5	0
128	3
3	0
238	29
3	15
0	33
93	7
0	4829
0	7010
0	0
0	0
0	82
2	43
100	15
74	136
159	38
0	0
331	409
397	18
0	1617
0	36
18	36
18	68
109	6
2	0
0	0
4	4
0	4
3	5
1065	64
3	13
0	13
5	10
0	10
321	8
45	8
278	55
8	19
0	19
2	6
15	0
2	263
116	263
0	2
2	2
9	37
0	23
0	583
18	58
369	7
0	2
0	2
0	7
0	7
0	1
0	1
0	45
0	0
0	574
0	0
0	0
288	5
844	7011
2	1
31	1
82	0
