UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	0
0	2
3	0
0	0
0	3
0	1
0	0
0	0
0	0
0	0
3	0
3	0
0	0
3	0
0	0
0	1
0	1
0	0
0	0
0	0
1	0
7	0
0	0
0	0
0	2
0	1
0	2
0	0
0	0
3	0
0	0
3	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
4	0
2	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
1	0
0	1
0	1
0	0
0	3
0	0
1	0
0	0
0	0
2	7
0	7
0	0
0	0
0	0
0	0
2	0
12	0
0	0
0	0
0	0
0	1
23	0
0	3
4	0
0	0
1	0
1	2
0	2
6	0
2	0
0	0
0	1
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	3
0	0
0	0
2	0
2	3
0	3
0	0
0	0
0	4
17	49
2	1
0	45
0	32
0	26
0	0
7	1216
0	0
0	0
0	0
0	0
0	5
1	5
0	5
9	0
0	0
1	164
0	164
0	48
0	98
11	125
0	0
0	0
4	429
0	433
2	123
0	37
0	85
0	0
22	123
0	114
11	2001
0	47
0	1885
0	2766
0	46
0	540
0	2251
0	1887
0	2767
0	1886
0	2767
0	0
14	2034
0	2642
2	148
22	281
0	278
0	274
0	3
0	1
4	3
2	18
3	19
0	0
0	5
0	0
1	4
0	4
0	0
0	0
0	201
12	6
21	200
0	201
2	122
0	200
0	0
0	0
69	31
38	0
18	48
0	48
0	30
38	30
56	0
2	9
0	9
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
6	0
4	0
2	0
0	0
0	0
0	0
1	0
101	2
227	228
1	187
0	215
0	176
3	427
294	430
2628	23
23	114
514	127
26428	407
0	1917
60	1707
0	1827
131	39531
3962	39550
0	563
67	563
9218	117
0	0
2	105
7	105
6	6
108	0
0	0
18	2
50787	7244
0	0
0	0
0	136
0	0
0	135
0	1561
0	1948
0	0
527	76
1	738
270	11
0	5845
5	0
13	0
121	4
5	0
41	10
64	10
0	19
96	2
0	5025
0	8123
0	0
0	0
0	16
3	19
51	2
13	111
9	11
0	0
387	447
104	3
0	655
0	31
19	31
41	57
64	5
3	5
0	5
6	9
0	9
3	0
710	45
0	2
0	2
12	37
0	37
420	11
8	3
69	56
4	4
0	4
2	2
59	1
0	133
78	135
0	21
9	21
53	131
0	128
0	534
10	27
249	5
0	0
0	0
0	0
0	0
1	4
0	4
0	25
0	0
0	105
9	35
0	35
451	13
1362	8125
0	3
6	0
9	0
