Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
trim_JJ1715_185_S56_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	192.24684169406663	98.36997453043737	False	True	4096	mapping	False	86774	0	236071	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	30106933	20189107	0	182413	1922505	47941850	67.05799956441926	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:17:43 2024
trim_JJ1715_18_S32_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	151.11990875783727	79.5031061030575	False	True	4096	mapping	False	86774	0	183522	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	34981937	24838277	0	313044	1808266	42812304	71.00314942537345	quant	Tue Feb 06 14:30:51 2024	Tue Feb 06 14:34:29 2024
trim_JJ1715_191_S40_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	148.66443152144424	73.82690522523983	False	True	4096	mapping	False	86774	0	187854	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	43330769	30457635	0	379810	2142548	56891534	70.29100960566844	quant	Tue Feb 06 14:30:51 2024	Tue Feb 06 14:35:03 2024
trim_JJ1715_192_S42_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	196.76969273482035	76.65910007234967	False	True	4096	mapping	False	86774	0	175885	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	22847108	16043782	0	646508	2588601	40990970	70.22237562846028	quant	Tue Feb 06 14:30:51 2024	Tue Feb 06 14:34:17 2024
trim_JJ1715_193_S49_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	190.3779162157386	97.6237632914502	False	True	4096	mapping	False	86774	0	215958	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	33697322	19433520	0	231532	2617718	44002343	57.670814315748885	quant	Tue Feb 06 14:31:11 2024	Tue Feb 06 14:36:59 2024
trim_JJ1715_194_S59_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	193.1637557182584	99.57683087915672	False	True	4096	mapping	False	86774	0	253763	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	29924463	22741138	0	140979	1549401	24712390	75.99514150011647	quant	Tue Feb 06 14:13:51 2024	Tue Feb 06 14:17:02 2024
trim_JJ1715_195_S55_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	183.2389191998999	92.19794991556982	False	True	4096	mapping	False	86774	0	230293	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	31715828	21741502	0	188100	1875225	38701797	68.55095190956389	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:17:57 2024
trim_JJ1715_197_S41_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	190.8954896586215	97.23280143304753	False	True	4096	mapping	False	86774	0	219420	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	33624007	24404415	0	256021	2110888	35046406	72.58032928675038	quant	Tue Feb 06 14:31:11 2024	Tue Feb 06 14:34:57 2024
trim_JJ1715_211_S60_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	184.54087663917957	86.40460886095437	False	True	4096	mapping	False	86774	0	211508	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	27162911	20494999	0	152667	1460566	24245195	75.45214502230634	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:16:50 2024
trim_JJ1715_223_S67_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	186.4652587206691	109.30820879488036	False	True	4096	mapping	False	86774	0	276397	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	37405650	26408286	0	229349	2078749	51363310	70.5997249078682	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:18:12 2024
trim_JJ1715_224_S64_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	180.06820504369878	95.73229265971588	False	True	4096	mapping	False	86774	0	237337	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	30901929	20674005	0	203662	1773288	55111970	66.9019885457636	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:18:06 2024
trim_JJ1715_226_S1_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	174.39629979490317	103.6490119981941	False	True	4096	mapping	False	86774	0	245418	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	38420628	24800959	0	268059	2259034	56531469	64.55115465577502	quant	Tue Feb 06 14:31:28 2024	Tue Feb 06 14:35:44 2024
trim_JJ1715_227_S95_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	173.45322254218365	75.96616082892932	False	True	4096	mapping	False	86774	0	194353	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	39812052	28029948	0	321351	2583131	46871456	70.40568519301644	quant	Tue Feb 06 14:13:51 2024	Tue Feb 06 14:18:25 2024
trim_JJ1715_228_S85_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	175.7800853356313	97.79226011014748	False	True	4096	mapping	False	86774	0	245088	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	31355566	20430466	0	189506	1927618	50119294	65.15738226508174	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:17:48 2024
trim_JJ1715_229_S5_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	134.3455552980911	72.75700374540844	False	True	4096	mapping	False	86774	0	190718	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	34622390	22363786	0	415953	1869994	55279349	64.59342061596557	quant	Tue Feb 06 14:31:47 2024	Tue Feb 06 14:35:32 2024
trim_JJ1715_230_S93_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	189.63376412658505	92.01807949509782	False	True	4096	mapping	False	86774	0	227852	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	28803588	18482904	0	168487	1860827	39770421	64.1687556425262	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:17:59 2024
trim_JJ1715_232_S87_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	182.11719397455414	105.36844097699763	False	True	4096	mapping	False	86774	0	198953	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	24761500	16568789	0	152038	1517683	37696605	66.91351089392808	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:17:09 2024
trim_JJ1715_235_S10_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	134.40871744505944	79.60439934006268	False	True	4096	mapping	False	86774	0	210162	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	36021916	23776937	0	288656	1637566	51161807	66.00686371041452	quant	Tue Feb 06 14:32:43 2024	Tue Feb 06 14:36:05 2024
trim_JJ1715_236_S4_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	154.7646325910524	94.45525875958728	False	True	4096	mapping	False	86774	0	196743	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	35458951	18678201	0	192953	3276674	24924973	52.67555997355928	quant	Tue Feb 06 14:32:43 2024	Tue Feb 06 14:35:52 2024
trim_JJ1715_237_S2_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	152.69429121414285	86.53818789773284	False	True	4096	mapping	False	86774	0	200287	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	34082589	17854170	0	331639	2076728	56384661	52.3850168776791	quant	Tue Feb 06 14:33:20 2024	Tue Feb 06 14:37:38 2024
trim_JJ1715_238_S94_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	190.45382176514642	99.39723326060322	False	True	4096	mapping	False	86774	0	226905	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	29062875	19709789	0	170316	1785782	39381376	67.817753749414	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:17:43 2024
trim_JJ1715_240_S62_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	197.74968343675178	102.51247938174659	False	True	4096	mapping	False	86774	0	250293	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	29210211	21695299	0	161736	1713180	36337240	74.27299652166155	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:17:25 2024
trim_JJ1715_241_S65_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	185.56717205490907	93.5144482941085	False	True	4096	mapping	False	86774	0	241912	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	33354531	24186400	0	196781	1880256	41813977	72.51308675274133	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:17:31 2024
trim_JJ1715_242_S61_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	191.46504160742862	99.04852061296124	False	True	4096	mapping	False	86774	0	269420	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	34561427	24252237	0	193112	2055322	45444079	70.17139946218077	quant	Tue Feb 06 14:13:50 2024	Tue Feb 06 14:18:22 2024
trim_JJ1715_244_S75_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	202.63298404940215	107.17235235062013	False	True	4096	mapping	False	86774	0	268968	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	31521815	21556356	0	170984	2076821	39697116	68.38551650658441	quant	Tue Feb 06 14:17:21 2024	Tue Feb 06 14:21:18 2024
trim_JJ1715_247_S70_R1_001	1.10.0	none	vb	[]	1	['ISR']	1001	181.44085453485792	110.15160740216497	False	True	4096	mapping	False	86774	0	262173	False	['range_factorized', 'gzipped']	[553, 826, 1654, 3040, 100228]	8265e19233c976854a2856310b12551f166fa5b44ab1f0d83a36230b7aaa7b75	56cae2b13a92308710cfc67b8db335604415a05589fa87c0efc6a2d267e0c324	fcc6dfb6bc12ab97bc313035978f58983cef3af6cafa51b44825da1f950808a55ba28c92264d85668527279c59ab7f918eb3b87b12231cb85006371a73308b83	1fd7433b70d62d34426b325f47bf64c9d107fc6310408a804f158e82e7a113c17052b70be374d2815fe0d36f049c26c60b4a5ce78e8caede2282d8032fa330c8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	36646236	26646532	0	203214	1837392	40680512	72.71287561429229	quant	Tue Feb 06 14:17:21 2024	Tue Feb 06 14:20:54 2024
