UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
3	0
0	1
0	0
0	1
1	0
7	2
7	0
1	0
0	5
0	3
0	0
0	0
0	1
0	1
10	0
2	0
0	16
6	0
0	0
0	1
0	1
0	4
0	2
0	0
1	1
9	0
1	16
0	3
0	3
2	7
0	2
0	0
0	0
4	0
0	0
21	0
0	6
0	4
0	5
7	0
0	0
0	0
0	2
2	2
1	4
22	2
9	0
15	0
0	0
0	0
0	0
8	0
0	0
1	0
0	0
0	0
2	0
0	7
0	2
0	0
0	5
4	0
0	0
0	0
0	8
0	0
0	0
0	1
0	4
0	5
0	3
4	0
17	0
0	1
5	0
0	0
0	3
14	0
0	5
13	0
1	0
2	0
2	5
0	5
18	0
15	0
5	0
0	7
0	2
2	0
0	0
2	1
0	1
0	0
0	0
0	3
0	4
0	0
0	0
1	0
1	5
0	1
0	3
5	0
4	8
0	8
0	0
0	0
0	15
74	185
4	9
1	170
0	142
0	134
0	0
6	1095
0	0
0	0
0	0
0	0
0	3
0	3
0	2
28	0
0	0
1	1896
0	1901
7	374
1	1332
27	135
0	0
0	0
4	445
0	448
1	105
0	42
0	71
0	0
12	63
0	48
82	951
0	27
0	913
0	1425
0	25
0	337
2	1148
0	913
0	1423
0	915
0	1413
0	0
15	1141
0	1339
3	44
39	73
0	67
0	63
0	2
1	0
3	2
5	13
5	16
2	3
0	4
0	0
33	60
0	59
0	0
0	0
0	441
164	19
31	442
0	441
45	278
1	449
0	0
0	0
332	163
58	0
105	245
0	245
0	174
295	174
108	0
2	16
0	16
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	5
0	5
0	0
5	0
8	0
1	0
0	0
1	0
6	0
1116	1
1540	1428
2	1143
0	1369
0	1140
1	585
321	586
3650	0
941	1463
6159	1518
63745	203
0	10544
509	9374
0	9968
1241	92711
9331	92714
7	396
60	397
1012	14
0	0
42	127
11	127
13	0
0	0
0	0
10	0
37431	5400
0	0
0	0
0	166
5	0
0	50
0	1244
0	1591
0	0
634	54
3	835
323	9
0	2769
23	0
5	0
109	0
4	0
628	41
26	76
0	23
157	13
0	1865
0	2955
0	0
0	0
0	285
33	10
157	16
45	281
139	36
2	0
915	945
179	6
0	1151
0	16
12	16
6	69
51	1
0	0
0	0
183	203
0	203
1	6
262	13
2	5
0	5
3	5
0	5
504	19
574	46
229	133
6	8
0	8
94	27
493	7
3	414
177	416
0	2
0	2
38	130
0	111
0	775
29	76
447	0
0	3
0	3
0	0
0	0
3	4
0	4
27	58
0	0
0	409
0	1
0	1
498	4
424	2955
5	0
