UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
1	0
8	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1
0	0
0	0
10	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
3	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
4	0
2	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
4	0
0	2
0	0
0	0
0	2
4	0
0	0
0	0
0	0
0	1
0	1
0	2
0	0
0	0
0	0
0	0
4	0
1	0
7	0
0	0
0	0
23	0
0	2
2	0
0	0
7	0
0	0
0	0
8	0
9	0
3	0
0	2
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	1
2	0
2	1
0	1
0	0
0	0
0	5
24	90
2	2
0	85
0	68
0	60
0	0
11	1644
0	0
0	0
0	0
0	0
0	5
0	5
0	5
285	14
0	0
0	281
0	281
5	41
0	217
11	104
0	0
0	0
5	318
0	318
0	73
0	17
0	54
0	0
13	64
0	55
66	2287
0	65
0	2158
0	3132
0	65
0	580
0	2600
0	2160
0	3134
0	2158
0	3131
0	0
23	1961
0	2333
3	102
46	187
0	179
0	179
1	10
1	4
10	12
9	17
6	20
0	2
0	5
0	0
7	18
0	18
0	0
0	0
0	199
103	12
18	200
0	199
22	122
1	202
0	0
0	0
97	44
63	1
47	65
0	65
0	44
85	44
63	1
4	7
0	7
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	1
0	1
5	0
8	0
0	0
2	0
0	0
0	0
1	0
14	0
207	182
0	150
0	165
0	135
1	350
158	351
1007	3
25	86
386	93
62239	340
0	1213
37	1058
0	1172
251	70323
8103	70338
0	58
8	58
645	9
1	0
10	757
122	760
5	2
99	0
0	1
34	0
34064	5397
0	0
0	0
0	200
2	0
0	118
0	1331
0	1704
1	0
702	62
2	545
398	16
0	3606
61	1
5	0
83	3
5	0
95	39
103	16
0	17
92	2
0	768
0	1150
0	0
0	0
0	19
2	3
292	7
23	159
49	24
0	0
585	426
105	10
0	1237
5	1780
1062	1780
3	18
1	2
1	0
0	0
55	73
0	73
0	2
110	4
2	22
0	22
0	1
0	1
65	4
214	7
312	59
0	0
0	0
1	5
15	0
0	104
48	111
0	8
13	8
152	351
0	334
0	1693
310	1002
203	4
0	1
0	1
0	0
0	0
2	2
0	2
0	20
0	0
0	194
0	0
0	0
647	2
165	1150
3	0
50	0
36	0
