UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
6	0
0	0
0	0
1	0
13	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	1
0	0
8	0
1	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	1
0	2
0	0
0	3
1	0
0	0
0	0
0	0
0	4
0	4
0	0
0	0
0	1
0	0
1	0
2	0
0	0
7	0
0	0
0	0
23	0
0	5
0	0
0	0
0	0
1	0
0	0
5	0
9	0
2	0
0	1
1	2
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
1	0
0	1
0	1
0	0
0	0
0	5
18	31
1	3
0	26
0	21
0	21
0	0
3	1089
0	0
0	0
0	0
0	0
0	5
0	5
0	4
285	15
0	0
1	93
0	93
0	29
0	57
3	46
0	0
0	0
2	282
0	284
1	78
0	21
0	59
0	0
5	38
0	36
10	1698
0	58
0	1609
1	2290
0	58
0	394
0	1952
0	1611
0	2292
0	1609
0	2287
0	0
4	1544
0	1936
1	99
16	171
0	161
0	161
0	7
1	2
5	7
2	13
3	18
0	1
0	5
0	0
4	14
0	14
0	0
0	0
0	221
11	6
21	221
0	221
7	143
1	218
0	0
0	0
64	27
46	0
22	37
0	37
0	23
44	23
89	2
6	20
0	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
7	0
5	0
1	0
0	0
0	0
2	0
0	0
12	0
11	9
0	7
0	9
0	7
1	262
153	263
2965	19
13	52
212	58
39908	537
0	478
18	431
0	453
137	40627
4109	40643
0	14
1	14
583	13
0	0
2	202
24	202
1	0
7	0
0	0
20	0
46682	7332
0	0
0	0
0	95
0	0
0	78
0	1428
0	1785
0	0
1703	117
0	514
366	10
0	4609
17	0
5	0
88	3
3	0
919	150
366	42
0	42
232	8
0	1746
0	2747
0	0
0	0
0	39
151	35
214	12
503	525
613	91
0	0
187	346
445	51
0	641
0	18
14	18
11	29
3	1
0	2
0	2
60	79
0	79
0	4
609	38
0	28
0	28
0	5
0	5
820	11
10	2
103	24
0	1
0	1
6	2
214	14
2	206
77	209
0	17
20	17
175	429
0	389
0	1492
10	54
174	6
0	1
0	1
0	0
0	0
0	3
0	3
0	35
0	0
0	181
0	0
0	0
323	5
374	2747
2	0
9	0
4	0
0	803
